Category	Brand	Your SKU	Product ID	Product Name	Number of merchants	Price	Lowest price incl us	Lowest price incl us	Lowest price excl us	Lowest price excl us	Popularity Rank (category)	Popularity Rank (global)	Price 1 - Merchant Name	Price 1 - Price	Price 1 - Stock status	Price 1 - Shipping cost	Price 2 - Merchant Name	Price 2 - Price	Price 2 - Stock status	Price 2 - Shipping cost	Price 3 - Merchant Name	Price 3 - Price	Price 3 - Stock status	Price 3 - Shipping cost	Price 4 - Merchant Name	Price 4 - Price	Price 4 - Stock status	Price 4 - Shipping cost	Price 5 - Merchant Name	Price 5 - Price	Price 5 - Stock status	Price 5 - Shipping cost	Price 6 - Merchant Name	Price 6 - Price	Price 6 - Stock status	Price 6 - Shipping cost	Price 7 - Merchant Name	Price 7 - Price	Price 7 - Stock status	Price 7 - Shipping cost	Price 8 - Merchant Name	Price 8 - Price	Price 8 - Stock status	Price 8 - Shipping cost	Price 9 - Merchant Name	Price 9 - Price	Price 9 - Stock status	Price 9 - Shipping cost	Price 10 - Merchant Name	Price 10 - Price	Price 10 - Stock status	Price 10 - Shipping cost	Link to product	Gtin14
Belysning	Philips Hue	230024-01	3739743	Philips Hue Plus V4 EMEA ext 1m Ljuslist	57	279,00	Power SE	250,00	Power SE	250,00	372	27955	Power SE	250,00	In stock	49,00	Proshop	250,00	In stock	59,00	Amazon.se	250,00	In stock		Hornbach	250,00	In stock	59,90	Gravis.de	275,74	In stock	275,74	tink	279,00	In stock	0,00	Proffsmagasinet	279,00	In stock	49,00	Webhallen SE	279,00	In stock	49,00	Mätteknik för alla	279,00	In stock	0,00	Ljushuset	279,00	Unknown stock status	0,00	https://www.pricerunner.se/pl/460-3739743/Belysning/Philips-Hue-Plus-V4-EMEA-ext-1m-Ljuslist-priser	08718699703448
Belysning	Twinkly	310009-02	3203467414	Twinkly Line Ljuslist	6	899,00	ComputerSalg.se	839,00	ComputerSalg.se	839,00			ComputerSalg.se	839,00	In stock	49,00	Cdon	888,00	In stock	0,00	tink	899,00	In stock	0,00	Lampmani	986,00	In stock	0,00	Bauhaus	1 049,00	In stock	0,00	Elgiganten	1 049,00	In stock	39,00																	https://www.pricerunner.se/pl/460-3203467414/Belysning/Twinkly-Line-Ljuslist-priser	08056326677879
Belysning	Philips Hue	230023-01	5227043	Philips Hue Lightstrip Plus V4 EMEA 2m Base kit Ljuslist	57	899,00	Cdon	725,00	Cdon	725,00	18	2597	Cdon	725,00	In stock	49,00	Power SE	748,00	In stock	0,00	Proshop	748,00	In stock	59,00	Amazon.se	748,00	In stock		Hornbach	748,00	In stock	59,90	Inet	799,00	Out of stock	0,00	Elon	859,00	In stock	0,00	Lampemesteren.se	880,00	In stock	79,00	Gravis.de	883,89	In stock	276,14	TechInn	887,99	In stock		https://www.pricerunner.se/pl/460-5227043/Belysning/Philips-Hue-Lightstrip-Plus-V4-EMEA-2m-Base-kit-Ljuslist-priser	08718699703424
Belysning	Hombli	300025-01	3200949946	Hombli String Light Extension Lampdel	17	549,00	Compumail	531,00	Compumail	531,00			Compumail	531,00	In stock	62,00	tink	549,00	In stock	0,00	Proshop	563,00	In stock	59,00	Powerbanken	567,63	Unknown stock status		Kjell & Company	590,00	In stock	0,00	Coolshop SE	599,00	In stock	0,00	Cdon	599,00	In stock	29,00	Spelbutiken	599,00	In stock	0,00	Net2World	639,00	In stock	49,00	Datia	671,00	Unknown stock status	124,00	https://www.pricerunner.se/pl/460-3200949946/Belysning/Hombli-String-Light-Extension-Lampdel-priser	08719323918306
Belysning	Innr	800005-01	3203818609	Innr OSL 130 Spotlight	9	399,00	tink	399,00	Cdon	399,00			tink	399,00	In stock	0,00	Cdon	399,00	In stock	49,00	Amazon.se	399,00	In stock		Elon	399,00	In stock	29,00	Compumail	456,00	Out of stock	62,00	Komplett	459,00	In stock	19,00	ComputerSalg.se	468,00	In stock	49,00	Buyersclub	539,00	In stock	0,00	Lamp24	549,00	In stock	0,00					https://www.pricerunner.se/pl/460-3203818609/Belysning/Innr-OSL-130-Spotlight-priser	08718781552565
Belysning	Hombli	300043-01	3204904340	Hombli Smart Light V2 Väggarmatur	10	695,00	Proshop	662,00	Proshop	662,00			Proshop	662,00	In stock	59,00	Datia	694,00	Unknown stock status	124,00	tink	695,00	In stock	0,00	Coolshop SE	695,00	In stock	0,00	Cdon	695,00	In stock	29,00	Spelbutiken	695,00	In stock	0,00	Compliq	812,50	Out of stock	123,75	Gameshop	851,00	Preorder	79,00	Vardagen	852,00	Unknown stock status		Ginza AB	929,00	In stock	0,00	https://www.pricerunner.se/pl/460-3204904340/Belysning/Hombli-Smart-Light-V2-Vaeggarmatur-priser	08719323919754
Belysning	Twinkly	310004-01	3203279945	Twinkly Festoon Ljusslinga 40 Lampor	4	1 999,00	tink	1 999,00	ComputerSalg.se	2 077,00			tink	1 999,00	In stock	0,00	ComputerSalg.se	2 077,00	In stock	0,00	Lampmani	2 299,00	In stock	0,00	Elgiganten	2 499,00	In stock	39,00																									https://www.pricerunner.se/pl/460-3203279945/Belysning/Twinkly-Festoon-Ljusslinga-40-Lampor-priser	08056326678272
Belysning	Innr	8000037-01	5309688	Innr Flex Ljuslist	6	549,00	Cdon	499,00	Cdon	499,00	2414	136911	Cdon	499,00	In stock	49,00	tink	549,00	In stock	0,00	ComputerSalg.se	578,00	In stock	49,00	Amazon.se	579,00	In stock		Komplett	629,00	In stock	0,00	Buyersclub	640,00	In stock	0,00																	https://www.pricerunner.se/pl/460-5309688/Belysning/Innr-Flex-Ljuslist-priser	08718781552718
Belysning	Philips Hue	230041-01	4909799	Philips Hue Col Play UK EXT Väggarmatur	42	689,00	Cdon	545,00	Cdon	545,00	1433	86305	Cdon	545,00	In stock	49,00	Lamper	545,43	Unknown stock status	0,00	Power SE	547,00	In stock	0,00	Proshop	547,00	In stock	59,00	Amazon.se	547,00	In stock		Inet	549,00	Out of stock	0,00	Webhallen SE	549,00	In stock	0,00	ComputerSalg.se	574,00	In stock	49,00	Dustin Home	583,00	Preorder	69,00	Onlinedeal24	591,89	Unknown stock status	198,04	https://www.pricerunner.se/pl/460-4909799/Belysning/Philips-Hue-Col-Play-UK-EXT-Vaeggarmatur-priser	08718696170731
Belysning	Philips Hue	230043-01	3200846963	Philips Hue Xamento M Takplafond 38.1cm	23	2 319,00	Elbutik	1 949,00	Elbutik	1 949,00	5560	282977	Elbutik	1 949,00	Out of stock	0,00	Amazon.se	2 030,57	In stock		Power SE	2 031,00	In stock	0,00	Komplett	2 042,00	In stock	0,00	Proshop	2 055,00	Out of stock	0,00	Lamper	2 087,71	Unknown stock status	0,00	ComputerSalg.se	2 187,00	In stock	0,00	Cdon	2 188,00	In stock	0,00	Ljusihem	2 189,00	In stock	0,00	Compumail	2 240,00	In stock	0,00	https://www.pricerunner.se/pl/460-3200846963/Belysning/Philips-Hue-Xamento-M-Takplafond-38.1cm-priser	08719514452251
Belysning	Philips Hue	230032 -01	4688527	Philips Hue Col Play Single PK EU/UK Väggarmatur	37	769,00	Lamper	672,90	Lamper	672,90	3866	203156	Lamper	672,90	Unknown stock status	0,00	Power SE	699,00	In stock	0,00	MediaMarkt	699,00	In stock	0,00	Inet	699,00	Out of stock	0,00	Webhallen SE	699,00	In stock	0,00	Cdon	699,00	In stock	0,00	Amazon.se	699,00	In stock		Elbutik	706,00	Out of stock	49,00	Proshop	753,00	In stock	59,00	Dustin Home	764,00	Preorder	69,00	https://www.pricerunner.se/pl/460-4688527/Belysning/Philips-Hue-Col-Play-Single-PK-EU-UK-Vaeggarmatur-priser	08718696170717
Belysning	Philips Hue	230031-01	5119134	Philips Hue Lily XL WACA LV EU spike Markbelysning 19cm	20	1 549,00	Coolshop SE	1 450,00	Coolshop SE	1 450,00			Coolshop SE	1 450,00	In stock	0,00	ComputerSalg.se	1 508,00	In stock	0,00	Lampemesteren.se	1 510,00	In stock	0,00	Elbutik	1 513,00	Out of stock	0,00	Power SE	1 521,00	In stock	0,00	Proshop	1 521,00	In stock	0,00	tink	1 549,00	In stock	0,00	Cdon	1 549,00	In stock	0,00	Hemprodukter	1 549,00	Out of stock	0,00	Proffsmagasinet	1 551,00	In stock	0,00	https://www.pricerunner.se/pl/460-5119134/Belysning/Philips-Hue-Lily-XL-WACA-LV-EU-spike-Markbelysning-19cm-priser	08718696174364
Belysning	Hombli	300034-01	3200128090	Hombli HBLS-0521 Ljuslist	19	599,00	Compumail	466,00	Compumail	466,00			Compumail	466,00	In stock	62,00	Proshop	491,00	In stock	59,00	Coolshop SE	495,00	In stock	0,00	Cdon	495,00	In stock	29,00	Spelbutiken	495,00	In stock	0,00	ComputerSalg.se	548,00	In stock	49,00	Ginza AB	559,00	In stock	39,00	Datia	582,00	Unknown stock status	124,00	Powerbanken	582,61	Unknown stock status		Gameshop	585,00	Preorder	79,00	https://www.pricerunner.se/pl/460-3200128090/Belysning/Hombli-HBLS-0521-Ljuslist-priser	08719323914827
Belysning	Hombli	300032-01	3203279902	Hombli Smart Outdoor Light String Ljusslinga 10 Lampor	18	899,00	Proshop	761,00	Proshop	761,00	5040	258620	Proshop	761,00	In stock	59,00	ComputerSalg.se	848,00	In stock	49,00	Compumail	873,00	In stock	62,00	Powerbanken	897,13	Unknown stock status		tink	899,00	In stock	0,00	Coolshop SE	909,00	In stock	0,00	Spelbutiken	909,00	In stock	0,00	Datia	918,00	Unknown stock status	124,00	Fcomputer SE	949,00	In stock	69,00	Net2World	989,00	In stock	49,00	https://www.pricerunner.se/pl/460-3203279902/Belysning/Hombli-Smart-Outdoor-Light-String-Ljusslinga-10-Lampor-priser	08719323918368
Belysning	Innr	800024-01	3203817474	Innr Smart Spotlight	10	499,00	ComputerSalg.se	480,00	ComputerSalg.se	480,00			ComputerSalg.se	480,00	In stock	49,00	Proshop	490,00	In stock	59,00	Elon	490,00	In stock	29,00	tink	499,00	In stock	0,00	Cdon	499,00	In stock	49,00	Komplett	499,00	In stock	59,00	Buyersclub	549,00	In stock	0,00	Lamp24	549,00	In stock	0,00	Fcomputer SE	678,00	In stock	69,00	Elektronik24	820,00	In stock	49,00	https://www.pricerunner.se/pl/460-3203817474/Belysning/Innr-Smart-Spotlight-priser	08718781552787
Belysning	Twinkly	310008-01	3200315446	Twinkly Line Extension Ljuslist	22	499,00	Proshop	234,00	Proshop	234,00	1119	69126	Proshop	234,00	In stock	59,00	ComputerSalg.se	279,00	In stock	49,00	Compumail	309,00	In stock	62,00	Buyersclub	309,00	In stock	59,00	Cdon	338,00	In stock	0,00	Teknikproffset	399,00	Unknown stock status	49,00	Inredningsvaruhuset	399,00	In stock	149,00	Ballingslöv Mölndal	399,00	In stock	149,00	HusOchHemma	399,00	In stock	49,00	TVexperten	399,00	In stock	0,00	https://www.pricerunner.se/pl/460-3200315446/Belysning/Twinkly-Line-Extension-Ljuslist-priser	08056326677121
Belysning	Philips Hue	230029-01	5197660	Philips Hue Outdoor 5m EU Ljuslist	49	1 999,00	Webhallen SE	1 890,00	Webhallen SE	1 890,00	89	9675	Webhallen SE	1 890,00	Out of stock	0,00	Hornbach	1 890,00	In stock	0,00	Amazon.se	1 929,56	In stock		Coolshop SE	1 948,00	In stock	0,00	Cdon	1 948,00	In stock	29,00	Spelbutiken	1 948,00	In stock	0,00	Kjell & Company	1 990,00	In stock	0,00	Inet	1 990,00	In stock	0,00	tink	1 999,00	In stock	0,00	Clas Ohlson	1 999,00	Out of stock	39,00	https://www.pricerunner.se/pl/460-5197660/Belysning/Philips-Hue-Outdoor-5m-EU-Ljuslist-priser	08718699709853
Belysning	Philips Hue	230027-01	4569939	Philips Hue Lily Ext. Spike 1x8W 24V Markbelysning 8.4cm	44	999,00	Hornbach	789,00	Hornbach	789,00	2106	121637	Hornbach	789,00	In stock	59,90	NetOnNet	799,00	In stock	0,00	Amazon.se	826,32	In stock		Webhallen SE	849,00	In stock	0,00	Gravis.de	884,96	In stock	276,47	Coolshop SE	925,00	In stock	0,00	Power SE	930,00	In stock	0,00	Proshop	930,00	In stock	59,00	ComputerSalg.se	947,00	In stock	59,00	Elon	949,00	In stock	0,00	https://www.pricerunner.se/pl/460-4569939/Belysning/Philips-Hue-Lily-Ext.-Spike-1x8W-24V-Markbelysning-8.4cm-priser	08718696167977
Belysning	Philips Hue	230026-01	4569973	Philips Hue Lily Base Unit Spike 3x8W 24V Markbelysning 19.3cm 3st	33	2 999,00	Amazon.se	2 858,52	Amazon.se	2 858,52	269	21811	Amazon.se	2 858,52	In stock		Proshop	2 941,00	In stock	0,00	NetOnNet	2 990,00	In stock	0,00	Power SE	2 990,00	In stock	0,00	Hornbach	2 990,00	In stock	0,00	Elon	2 995,00	In stock	0,00	tink	2 999,00	In stock	0,00	K-Rauta	2 999,00	In stock	59,00	Dustin Home	3 009,00	Preorder	0,00	Lamper	3 111,03	Unknown stock status	0,00	https://www.pricerunner.se/pl/460-4569973/Belysning/Philips-Hue-Lily-Base-Unit-Spike-3x8W-24V-Markbelysning-19.3cm-3st-priser	08718696167960
Belysning	Philips Hue	230025 - 01	3703048	Philips Hue Col Go V2 EU Bordslampa	45	879,00	Amazon.se	708,26	Amazon.se	708,26	188	17148	Amazon.se	708,26	In stock		Inet	749,00	Out of stock	0,00	ComputerSalg.se	798,00	In stock	49,00	Power SE	799,00	In stock	0,00	Bauhaus	799,00	In stock	0,00	Webhallen SE	799,00	In stock	0,00	Hornbach	799,00	In stock	59,90	Elbutik	807,00	Out of stock	49,00	Dustin Home	830,00	Preorder	69,00	Proshop	841,00	In stock	59,00	https://www.pricerunner.se/pl/460-3703048/Belysning/Philips-Hue-Col-Go-V2-EU-Bordslampa-priser	08718696173992
Belysning	Twinkly	310006-01	3203466184	Twinkly Garland Ljusslinga 600 Lampor	7	2 596,00	123ink.se	2 050,00	123ink.se	2 050,00			123ink.se	2 050,00	In stock	35,00	ComputerSalg.se	2 594,00	In stock	0,00	tink	2 596,00	In stock	0,00	Cdon	2 599,00	In stock	0,00	Elgiganten	2 949,00	In stock	39,00	Lampmani	3 569,00	In stock	0,00	Conrad Elektronik	3 690,00	In stock	0,00													https://www.pricerunner.se/pl/460-3203466184/Belysning/Twinkly-Garland-Ljusslinga-600-Lampor-priser	08056326678579
Belysning	Meross	250020-01	3204257219	Meross Wifi Led Strip Works Apple Homekit Ljuslist	7	549,00	Amazon.se	417,20	Amazon.se	417,20			Amazon.se	417,20	In stock		ComputerSalg.se	530,00	In stock	49,00	tink	549,00	In stock	0,00	Cdon	570,00	In stock	0,00	Buyersclub	609,00	In stock	0,00	iPhonebutiken	649,00	In stock	49,00	TechInn	658,99	In stock														https://www.pricerunner.se/pl/460-3204257219/Belysning/Meross-Wifi-Led-Strip-Works-Apple-Homekit-Ljuslist-priser	00680306682706
Belysning	Innr	8000036-01	5309713	Innr Flex Ljuslist	8	749,00	Cdon	649,00	Cdon	649,00	5688	287795	Cdon	649,00	In stock	49,00	Compumail	746,00	Out of stock	62,00	tink	749,00	In stock	0,00	Amazon.se	788,00	In stock		ComputerSalg.se	828,00	In stock	49,00	Komplett	829,00	In stock	0,00	Buyersclub	999,00	In stock	0,00	Lamp24	999,00	In stock	0,00									https://www.pricerunner.se/pl/460-5309713/Belysning/Innr-Flex-Ljuslist-priser	08718781552725
Belysning	Twinkly	310007-01	3203486117	Twinkly Festoon 40 RGB Ljusslinga 40 Lampor	8	1 999,00	Proshop	1 720,00	Proshop	1 720,00	4329	226097	Proshop	1 720,00	In stock	0,00	tink	1 999,00	In stock	0,00	ComputerSalg.se	2 297,00	In stock	0,00	Cdon	2 297,00	In stock	0,00	Bauhaus	2 499,00	In stock	0,00	Elgiganten	2 499,00	In stock	39,00	Buyersclub	2 769,00	In stock	0,00	Lampmani	2 819,00	In stock	0,00									https://www.pricerunner.se/pl/460-3203486117/Belysning/Twinkly-Festoon-40-RGB-Ljusslinga-40-Lampor-priser	08056326678173
Belysning	Eve	140013-01	5064993	Eve Light Strip Ljuslist	21	899,00	Webhallen SE	699,00	Webhallen SE	699,00	1910	111990	Webhallen SE	699,00	In stock	0,00	MaxGaming	729,00	In stock	39,00	Power SE	849,00	In stock	0,00	Cdon	849,00	In stock	0,00	Komplett	849,00	In stock	0,00	Inet	849,00	In stock	0,00	Proshop	872,00	In stock	59,00	ComputerSalg.se	879,00	In stock	49,00	Gravis.de	884,96	In stock	276,47	tink	899,00	In stock	0,00	https://www.pricerunner.se/pl/460-5064993/Belysning/Eve-Light-Strip-Ljuslist-priser	04260195391680
Belysning	Eva	140006-01	3200063796	Eva Light Strip Extension Ljuslist	19	569,00	MaxGaming	439,00	MaxGaming	439,00	3890	204743	MaxGaming	439,00	In stock	39,00	Webhallen SE	549,00	In stock	0,00	Power SE	549,00	In stock	0,00	Cdon	549,00	In stock	0,00	iPhonebutiken	549,00	In stock	49,00	Inet	549,00	In stock	0,00	Gravis.de	557,13	In stock	278,51	tink	569,00	In stock	0,00	Proshop	578,00	In stock	59,00	Compumail	593,00	In stock	62,00	https://www.pricerunner.se/pl/460-3200063796/Belysning/Eva-Light-Strip-Extension-Ljuslist-priser	04260195391819
Belysning	Hombli	300030-01	3203747174	Hombli Startkit: Smart utomhusbelysning, Starter Markbelysning	15	1 799,00	tink	1 799,00	Proshop	1 799,00			tink	1 799,00	In stock	0,00	Proshop	1 799,00	In stock	0,00	ComputerSalg.se	1 869,00	In stock	0,00	Coolshop SE	1 939,00	In stock	0,00	Cdon	1 939,00	In stock	29,00	Spelbutiken	1 939,00	In stock	0,00	Datia	2 070,00	Unknown stock status	124,00	Net2World	2 089,00	In stock	49,00	Gameshop	2 159,00	Preorder	149,00	Elektronik24	2 161,00	In stock	49,00	https://www.pricerunner.se/pl/460-3203747174/Belysning/Hombli-Startkit-Smart-utomhusbelysning-Starter-Markbelysning-priser	08719323919051
