Category,Brand,Your SKU,Product ID,Product Name,Number of merchants,Price,Lowest price incl us,Lowest price incl us,Lowest price excl us,Lowest price excl us,Popularity Rank (category),Popularity Rank (global),Price 1 - Merchant Name,Price 1 - Price,Price 2 - Merchant Name,Price 2 - Price,Price 3 - Merchant Name,Price 3 - Price,Price 4 - Merchant Name,Price 4 - Price,Price 5 - Merchant Name,Price 5 - Price,Price 6 - Merchant Name,Price 6 - Price,Price 7 - Merchant Name,Price 7 - Price,Price 8 - Merchant Name,Price 8 - Price,Price 9 - Merchant Name,Price 9 - Price,Price 10 - Merchant Name,Price 10 - Price,Link to product,Gtin14
Ljuskällor,Philips Hue,230009-01,5046540,Philips Hue W A60 EUR LED Lamps 7W E27,21,"219,00",Elgiganten,"158,00",Elgiganten,"158,00",264,39441,Elgiganten,"158,00",Bauhaus,"178,00",Mätteknik för alla,"188,00",Hornbach,"189,00",Lysman,"217,00",tink,"219,00",Ljushuset,"219,00",Dammsugarpåsar.nu,"219,00",Hages,"219,00",Tele-Hå,"219,00",https://www.pricerunner.se/pl/1272-5046540/Ljuskaellor/Philips-Hue-W-A60-EUR-LED-Lamps-7W-E27-priser,8718699688820
Ljuskällor,Hombli,3000037,3202622894,Hombli E27 Smart Bulb Color & Tunable White,12,"469,00",Coolshop SE,"245,00",Coolshop SE,"245,00",,,Coolshop SE,"245,00",Cdon,"245,00",Proshop,"245,00",Spelbutiken,"245,00",Ginza AB,"249,00",Net2World,"279,00",Gameshop,"291,00",Kontorsgiganten,"376,25",tink,"469,00",Lilon,"489,00",https://www.pricerunner.se/pl/1272-3202622894/Ljuskaellor/Hombli-E27-Smart-Bulb-Color-Tunable-White-priser,8719323916388
Ljuskällor,Innr,800019-01,3202786693,Innr Lighting Smart Spot GU10 white 350lm,8,"329,00",tink,"329,00",Amazon.se,"329,00",,,tink,"329,00",Amazon.se,"329,00",Komplett,"359,00",Lamp24,"399,00",ComputerSalg.se,"407,00",Buyersclub,"539,00",Cdon,"597,00",Fcomputer SE,"859,00",,,,,https://www.pricerunner.se/pl/1272-3202786693/Ljuskaellor/Innr-Lighting-Smart-Spot-GU10-white-350lm-priser,8718781552695
Ljuskällor,Hombli,300006-01,3202696588,Hombli Smart Bulb A60 CCT Filament (E27) Amber,10,"199,00",tink,"199,00",Proshop,"199,00",,,tink,"199,00",Proshop,"199,00",Datia,"237,00",Tingstad,"246,25",Net2World,"259,00",Compliq,"275,00",Kontorsgiganten,"357,50",Lilon,"429,00",Cdon,"429,00",Elektronik24,"483,00",https://www.pricerunner.se/pl/1272-3202696588/Ljuskaellor/Hombli-Smart-Bulb-A60-CCT-Filament-%28E27%29-Amber-priser,8719323918122
Ljuskällor,Hombli,300048-02,3202781583,Hombli Smart Bulb ST64 CCT Filament (E27) Smokey,10,"249,00",Proshop,"224,00",Proshop,"224,00",,,Proshop,"224,00",tink,"249,00",Datia,"250,00",Tingstad,"257,50",Net2World,"279,00",Compliq,"288,75",Kontorsgiganten,"376,25",Lilon,"489,00",Cdon,"489,00",Elektronik24,"502,00",https://www.pricerunner.se/pl/1272-3202781583/Ljuskaellor/Hombli-Smart-Bulb-ST64-CCT-Filament-%28E27%29-Smokey-priser,8719323918153
Ljuskällor,Innr,800014-01,5168437,Innr RS 230 C-2 LED Lamps 6W GU10 2-pack,7,"679,00",Cdon,"499,00",Cdon,"499,00",,,Cdon,"499,00",tink,"679,00",Amazon.se,"679,00",Komplett,"729,00",Lamp24,"799,00",Elektronik24,"1 018,00",Fcomputer SE,"1 025,00",,,,,,,https://www.pricerunner.se/pl/1272-5168437/Ljuskaellor/Innr-RS-230-C-2-LED-Lamps-6W-GU10-2-pack-priser,8718781552046
Ljuskällor,Hombli,300028-01,3202673527,Hombli Smart Bulb 4.5W RGB & CCT (E14) Promo Pack,14,"229,00",Datia,"224,00",Datia,"224,00",,,Datia,"224,00",Coolshop SE,"225,00",Cdon,"225,00",tink,"229,00",Ginza AB,"229,00",Tingstad,"246,25",Gameshop,"258,00",Compliq,"258,75",Net2World,"259,00",Pluus SE,"260,50",https://www.pricerunner.se/pl/1272-3202673527/Ljuskaellor/Hombli-Smart-Bulb-4.5W-RGB-CCT-%28E14%29-Promo-Pack-priser,8719323918450
Ljuskällor,Innr,800022-01,3202620239,Innr Lighting Smart Filament Edision E27,11,"429,00",tink,"429,00",Amazon.se,"429,00",856,116783,tink,"429,00",Amazon.se,"429,00",Datia,"457,00",Komplett,"469,00",Compumail,"475,00",ComputerSalg.se,"498,00",Cdon,"543,00",Lamp24,"549,00",Compliq,"551,25",Buyersclub,"579,00",https://www.pricerunner.se/pl/1272-3202620239/Ljuskaellor/Innr-Lighting-Smart-Filament-Edision-E27-priser,8718781552930
Ljuskällor,Philips Hue,230015 - 01,3200768772,Philips Hue WA EUR LED Lamps 4.3W GU10,31,"499,00",Power SE,"429,00",Power SE,"429,00",82,14594,Power SE,"429,00",MediaMarkt,"429,00",Webhallen SE,"429,00",Amazon.se,"429,00",Proshop,"441,00",Coolshop SE,"444,00",Cdon,"444,00",Elbutik,"479,00",Buyersclub,"479,00",Hornbach,"479,00",https://www.pricerunner.se/pl/1272-3200768772/Ljuskaellor/Philips-Hue-WA-EUR-LED-Lamps-4.3W-GU10-priser,8719514340121
Ljuskällor,Hombli,300042-01,3203602744,Hombli Smart Spot GU10 RGB & CCT 6-pack,5,"194,00",tink,"194,00",Proshop,"194,00",1360,187204,tink,"194,00",Proshop,"194,00",ComputerSalg.se,"224,00",Tingstad,"248,75",Elektronik24,"483,00",,,,,,,,,,,https://www.pricerunner.se/pl/1272-3203602744/Ljuskaellor/Hombli-Smart-Spot-GU10-RGB-CCT-6-pack-priser,8719323919310
Ljuskällor,Philips Hue,230036-01,3200873745,Philips Hue WA A60 EUR LED Lamps 6W E27,29,"499,00",Bauhaus,"429,00",Bauhaus,"429,00",24,6505,Bauhaus,"429,00",Proshop,"442,00",Inet,"459,00",Elbutik,"479,00",Compumail,"492,00",tink,"499,00",Ljusihem,"499,00",ComputerSalg.se,"507,00",Buyersclub,"519,00",inkClub,"531,00",https://www.pricerunner.se/pl/1272-3200873745/Ljuskaellor/Philips-Hue-WA-A60-EUR-LED-Lamps-6W-E27-priser,8719514328242
Ljuskällor,Innr,800002-01,5022102,Innr RB 285 C-2 LED Lamps 9.5W E27 2-pack,6,"579,00",Cdon,"499,00",Cdon,"499,00",1019,138751,Cdon,"499,00",tink,"579,00",Compumail,"720,00",Lamp24,"749,00",Fcomputer SE,"968,00",Elektronik24,"969,00",,,,,,,,,https://www.pricerunner.se/pl/1272-5022102/Ljuskaellor/Innr-RB-285-C-2-LED-Lamps-9.5W-E27-2-pack-priser,8718781552213
Ljuskällor,Hombli,300050-01,3202829076,Hombli Smart Bulb G95 CCT Filament (E27) Amber,11,"249,00",tink,"249,00",Proshop,"249,00",,,tink,"249,00",Proshop,"249,00",ComputerSalg.se,"250,00",Datia,"288,00",Tingstad,"301,25",Net2World,"309,00",Cdon,"317,00",Compliq,"346,25",Kontorsgiganten,"452,50",Lilon,"519,00",https://www.pricerunner.se/pl/1272-3202829076/Ljuskaellor/Hombli-Smart-Bulb-G95-CCT-Filament-%28E27%29-Amber-priser,8719323918146
Ljuskällor,Hombli,300020-01,3202673427,Hombli Smart Bulb (7W) Filament Promo Pack,16,"229,00",Proshop,"206,00",Proshop,"206,00",,,Proshop,"206,00",tink,"229,00",Ginza AB,"229,00",Datia,"237,00",Coolshop SE,"239,00",Spelbutiken,"239,00",Tingstad,"246,25",Net2World,"259,00",Gameshop,"264,00",Compliq,"275,00",https://www.pricerunner.se/pl/1272-3202673427/Ljuskaellor/Hombli-Smart-Bulb-%287W%29-Filament-Promo-Pack-priser,8719323917125
Ljuskällor,Philips Hue,230006 - 01,3200787249,Philips Hue WA EUR LED Lamps 4.3W GU10,33,"369,00",NetOnNet,"149,00",NetOnNet,"149,00",21,5831,NetOnNet,"149,00",Bauhaus,"149,00",Power SE,"295,00",ComputerSalg.se,"295,00",Amazon.se,"295,00",Elbutik,"319,00",Hornbach,"319,00",iPhonebutiken,"329,00",Hages,"329,00",Ljusihem,"329,00",https://www.pricerunner.se/pl/1272-3200787249/Ljuskaellor/Philips-Hue-WA-EUR-LED-Lamps-4.3W-GU10-priser,8719514339903
Massage- & Avslappningsprodukter,Meross,250010-01,3203318354,Meross Smart Essential Oil Diffuser Light Wood,3,"449,00",ComputerSalg.se,"433,00",ComputerSalg.se,"433,00",613,143217,ComputerSalg.se,"433,00",tink,"449,00",iPhonebutiken,"599,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/75-3203318354/Massage-Avslappningsprodukter/Meross-Smart-Essential-Oil-Diffuser-Light-Wood-priser,6973696563859
Mediaspelare,Google,780005-01,4710689,Google Chromecast 3,38,"449,00",Compumail,"326,00",Compumail,"326,00",1,8,Compumail,"326,00",Elgiganten,"326,00",Datagrottan,"329,00",Telefonshoppen,"345,00",Elektronikspecialisten,"345,00",MaxGaming,"349,00",Ljudfokus,"349,00",BRL Electronics,"349,00",Amazon.se,"380,00",CyberPhoto,"380,00",https://www.pricerunner.se/pl/649-4710689/Mediaspelare/Google-Chromecast-3-priser,842776106193
Mediaspelare,Google,780025-01,3200006962,Google Chromecast (4th Generation) with TV HD,33,"469,00",Amazon.se,"407,02",Amazon.se,"407,02",2,30,Amazon.se,"407,02",Power SE,"429,00",Elgiganten,"429,00",Compumail,"440,00",Teknikdelar SE,"445,00",Soldfy,"448,00",Buyersclub,"449,00",Proshop,"459,00",Net2World,"459,00",Telefonshoppen,"465,00",https://www.pricerunner.se/pl/649-3200006962/Mediaspelare/Google-Chromecast-%284th-Generation%29-with-TV-HD-priser,810037290103
Mobiltillbehör,Spacetalk,370004-01,3203755329,Spacetalk Adventurer Skärmskyddskit glas,1,"90,00",tink,"90,00",,,,,tink,"90,00",,,,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/199-3203755329/Mobiltillbehoer/Spacetalk-Adventurer-Skaermskyddskit-glas-priser,794712253068
Okategoriserat,Twinkly,310001-01,3200022504,Twinkly Music Dongle,18,"329,00",Compumail,"261,00",Compumail,"261,00",133,152037,Compumail,"261,00",Power SE,"266,00",Proshop,"266,00",ComputerSalg.se,"270,00",Buyersclub,"279,00",123ink.se,"295,00",Cdon,"299,00",Partykungen,"299,00",Elgiganten,"299,00",tink,"329,00",https://www.pricerunner.se/pl/1618-3200022504/Okategoriserat/Twinkly-Music-Dongle-priser,8056326672775
Robotdammsugare,Trifo,290004-01,3203283650,Trifo Lucy Pet Smart,3,"6 490,00",Cdon,"4 499,00",Cdon,"4 499,00",,,Cdon,"4 499,00",tink,"6 490,00",Bauhaus,"6 499,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1613-3203283650/Robotdammsugare/Trifo-Lucy-Pet-Smart-priser,6972070860867
Robotdammsugare,Trifo,290002-01,3203285185,Trifo Max Pet Smart,2,"2 490,00",tink,"2 490,00",Bauhaus,"2 490,00",,,tink,"2 490,00",Bauhaus,"2 490,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1613-3203285185/Robotdammsugare/Trifo-Max-Pet-Smart-priser,6972070861017
Robotdammsugare,Trifo,290001-01,5208399,Trifo Max,3,"2 359,00",RobotExperten,"1 887,20",RobotExperten,"1 887,20",64,30267,RobotExperten,"1 887,20",tink,"2 359,00",Bauhaus,"2 359,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1613-5208399/Robotdammsugare/Trifo-Max-priser,6972070860973
Robotdammsugare,Trifo,290005-01,3202478127,Trifo Emma-S,2,"1 699,00",Amazon.se,"1 049,00",Amazon.se,"1 049,00",176,200461,Amazon.se,"1 049,00",tink,"1 699,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1613-3202478127/Robotdammsugare/Trifo-Emma-S-priser,6972070861062
Robotdammsugare,Trifo,290003-01,3202689539,Trifo Lucy-S,6,"6 377,00",Cdon,"4 066,00",Cdon,"4 066,00",,,Cdon,"4 066,00",Fyndiq,"4 099,00",Allectra,"5 807,00",ShopBetter.se,"5 849,99",tink,"6 377,00",Bauhaus,"6 377,00",,,,,,,,,https://www.pricerunner.se/pl/1613-3202689539/Robotdammsugare/Trifo-Lucy-S-priser,6972070860836
Robotdammsugare,Trifo,290006-01,3203591447,Trifo Emma Pet - Smart Robotdammsugare,1,"1 990,00",tink,"1 990,00",,,,,tink,"1 990,00",,,,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1613-3203591447/Robotdammsugare/Trifo-Emma-Pet-Smart-Robotdammsugare-priser,6972070861093
Routrar,Google,780006-01,5060249,Google Nest WiFi Router + Point,26,"2 799,00",Compumail,"1 798,00",Compumail,"1 798,00",90,22068,Compumail,"1 798,00",ComputerSalg.se,"1 815,00",Cdon,"1 856,00",Min Mobil,"1 898,00",Soldfy,"1 979,00",Davids,"1 990,00",FireWallForce,"2 094,18",Kjell & Company,"2 190,00",BilligTeknik SE,"2 199,00",Fcomputer SE,"2 221,00",https://www.pricerunner.se/pl/168-5060249/Routrar/Google-Nest-WiFi-Router-Point-priser,193575004631
Routrar,Google,780007-01,5060246,Google Nest Wifi Router,25,"1 849,00",Elgiganten,"996,00",Elgiganten,"996,00",2,89,Elgiganten,"996,00",Cdon,"1 079,00",Amazon.se,"1 159,00",Soldfy,"1 239,00",Dustin Home,"1 295,00",Clas Ohlson,"1 349,00",MediaMarkt,"1 390,00",Kjell & Company,"1 390,00",Elektronikhuset Ljud & Data,"1 449,00",NetOnNet,"1 490,00",https://www.pricerunner.se/pl/168-5060246/Routrar/Google-Nest-Wifi-Router-priser,193575004655
Routrar,Google,780027-01,3202641421,Google Nest Wifi Pro (3-Pack),14,"4 590,00",Proshop,"4 099,00",Proshop,"4 099,00",33,5168,Proshop,"4 099,00",Fcomputer SE,"4 589,00",tink,"4 590,00",Webhallen SE,"4 690,00",Cdon,"4 690,00",Komplett,"4 690,00",Inet,"4 690,00",NetOnNet,"4 899,00",Clas Ohlson,"4 899,00",MediaMarkt,"4 899,00",https://www.pricerunner.se/pl/168-3202641421/Routrar/Google-Nest-Wifi-Pro-%283-Pack%29-priser,193575032245
Routrar,Google,780026-01,3202640886,Google Nest Wifi Pro (1-Pack),15,"2 297,00",Proshop,"2 099,00",Proshop,"2 099,00",266,109939,Proshop,"2 099,00",Komplett,"2 190,00",tink,"2 297,00",Cdon,"2 390,00",Inet,"2 390,00",Fcomputer SE,"2 455,00",Webhallen SE,"2 490,00",NetOnNet,"2 490,00",MediaMarkt,"2 490,00",Clas Ohlson,"2 499,00",https://www.pricerunner.se/pl/168-3202640886/Routrar/Google-Nest-Wifi-Pro-%281-Pack%29-priser,193575032030
Smarta hem,Senic,1770002-03,3200362178,Senic Friends of Hue Smart Switch 3-pack,5,"2 060,00",Amazon.se,"1 968,80",Amazon.se,"1 968,80",195,116437,Amazon.se,"1 968,80",tink,"2 060,00",ComputerSalg.se,"2 597,00",Cdon,"2 597,00",Lamp24,"3 799,00",,,,,,,,,,,https://www.pricerunner.se/pl/1577-3200362178/Smarta-hem/Senic-Friends-of-Hue-Smart-Switch-3-pack-priser,4260476940231
Smarta hem,SwitchBot,50003-01,3202694374,SwitchBot Fjärrkontroll,6,"199,00",StyraHem,"143,00",StyraHem,"143,00",433,303743,StyraHem,"143,00",NetOnNet,"149,00",tink,"199,00",Proshop,"199,00",Teknikproffset,"229,00",ComputerSalg.se,"471,00",,,,,,,,,https://www.pricerunner.se/pl/1577-3202694374/Smarta-hem/SwitchBot-Fjaerrkontroll-priser,850037096756
Smarta hem,Hombli,300008-01,3200362204,Hombli Smart Bluetooth Bridge,14,"449,00",Coolshop SE,"445,00",Coolshop SE,"445,00",,,Coolshop SE,"445,00",Cdon,"445,00",Proshop,"445,00",Spelbutiken,"445,00",tink,"449,00",iPhonebutiken,"449,00",Datia,"457,00",Net2World,"519,00",Pluus SE,"568,00",Compliq,"568,75",https://www.pricerunner.se/pl/1577-3200362204/Smarta-hem/Hombli-Smart-Bluetooth-Bridge-priser,8719323918177
Smarta hem,Aqara,330003-01,3200045700,Aqara Hub M2,17,"739,00",Mätteknik för alla,"472,00",Mätteknik för alla,"472,00",6,1196,Mätteknik för alla,"472,00",Webhallen SE,"499,00",NetOnNet,"499,00",Inet,"529,00",Komplett,"549,00",Compumail,"585,00",Kjell & Company,"599,00",ComputerSalg.se,"640,00",Gröna Hus,"649,00",Proshop,"649,00",https://www.pricerunner.se/pl/1577-3200045700/Smarta-hem/Aqara-Hub-M2-priser,6970504213777
Smarta hem,Meross,250015-01,3202781857,Meross MSG200,2,"699,00",tink,"699,00",Proshop,"804,00",299,194000,tink,"699,00",Proshop,"804,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1577-3202781857/Smarta-hem/Meross-MSG200-priser,6973696560292
Smarta hem,Google,780011-02,3200152307,Google Nest Hub 2nd Generation,33,"1 149,00",Compumail,"575,00",Compumail,"575,00",1,310,Compumail,"575,00",MaxGaming,"599,00",FireWallForce,"643,65",Teknikdelar SE,"679,00",Cdon,"689,00",Soldfy,"689,00",Buyersclub,"699,00",Elgruvan,"699,00",ComputerSalg.se,"736,00",Teknikmagasinet,"790,00",https://www.pricerunner.se/pl/1577-3200152307/Smarta-hem/Google-Nest-Hub-2nd-Generation-priser,193575023588
Smarta hem,Hombli,300008-02,3203655837,Hombli Smart Bluetooth Bridge,6,"449,00",ComputerSalg.se,"425,00",ComputerSalg.se,"425,00",,,ComputerSalg.se,"425,00",Proshop,"427,00",tink,"449,00",Datia,"457,00",Compliq,"568,75",Kontorsgiganten,"771,25",,,,,,,,,https://www.pricerunner.se/pl/1577-3203655837/Smarta-hem/Hombli-Smart-Bluetooth-Bridge-priser,8719323919129
Smarta hem,Senic,1770001-03,3200122300,Senic Friends of Hue Smart Switch,9,"789,00",Amazon.se,"718,80",Amazon.se,"718,80",194,116326,Amazon.se,"718,80",ComputerSalg.se,"753,00",HusOchHemma,"769,00",iPhonebutiken,"769,00",tink,"789,00",Inredningsvaruhuset,"812,00",Ballingslöv Mölndal,"812,50",Ginza AB,"979,00",Lamp24,"1 399,00",,,https://www.pricerunner.se/pl/1577-3200122300/Smarta-hem/Senic-Friends-of-Hue-Smart-Switch-priser,4260476940224
Smarta hem,Meross,250013-01,3200321474,Meross MSG100,8,"549,00",tink,"549,00",Buyersclub,"549,00",107,54232,tink,"549,00",Buyersclub,"549,00",Proshop,"608,00",ComputerSalg.se,"625,00",NetOnNet,"699,00",Cdon,"699,00",iPhonebutiken,"699,00",Mackablar,"759,00",,,,,https://www.pricerunner.se/pl/1577-3200321474/Smarta-hem/Meross-MSG100-priser,787446925622
Smarta hem,Somfy,270010-01,5067973,Somfy Protect IntelliTAG 5-pack,4,"1 949,00",Somfy,"1 638,00",Somfy,"1 638,00",,,Somfy,"1 638,00",tink,"1 949,00",Buyersclub,"4 569,00",ComputerSalg.se,"4 569,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/1577-5067973/Smarta-hem/Somfy-Protect-IntelliTAG-5-pack-priser,3660849508524
Smarta hem,Hombli,300046-01,3200282197,Hombli Smart IR Remote Control,8,"349,00",Proshop,"336,00",Proshop,"336,00",,,Proshop,"336,00",Datia,"342,00",tink,"349,00",Net2World,"399,00",Compliq,"416,25",Lilon,"559,00",Fcomputer SE,"592,00",Elektronik24,"597,00",,,,,https://www.pricerunner.se/pl/1577-3200282197/Smarta-hem/Hombli-Smart-IR-Remote-Control-priser,8719323914797
Smarta hem,ABUS,130007-01,3200128017,ABUS FUAA35001A,3,"2 999,00",tink,"2 999,00",Cdon,"3 290,00",,,tink,"2 999,00",Cdon,"3 290,00",Lamp24,"3 499,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1577-3200128017/Smarta-hem/ABUS-FUAA35001A-priser,4003318774423
Smarta hem,Innr,800028-01,3201481826,Innr BG 220,10,"469,00",ComputerSalg.se,"434,00",ComputerSalg.se,"434,00",,,ComputerSalg.se,"434,00",Amazon.se,"449,00",tink,"469,00",Komplett,"479,00",Cdon,"492,00",Compumail,"527,00",Buyersclub,"549,00",Lamp24,"549,00",Fcomputer SE,"792,00",Elektronik24,"843,00",https://www.pricerunner.se/pl/1577-3201481826/Smarta-hem/Innr-BG-220-priser,8718781553289
Smarta hem,Eve,140015-01,5131004,Eve Energy Strip,16,"1 099,00",Power SE,"973,00",Power SE,"973,00",87,45098,Power SE,"973,00",tink,"1 099,00",Komplett,"1 099,00",ComputerSalg.se,"1 173,00",Proshop,"1 174,00",Compumail,"1 178,00",Inet,"1 190,00",Cdon,"1 199,00",iPhonebutiken,"1 199,00",Webhallen SE,"1 290,00",https://www.pricerunner.se/pl/1577-5131004/Smarta-hem/Eve-Energy-Strip-priser,4260195391703
Smarta hem,Danalock,1110001-01,5213948,Danalock Universal Module BT V3,3,"1 599,00",Proshop,"1 479,00",Proshop,"1 479,00",343,236704,Proshop,"1 479,00",tink,"1 599,00",Mackablar,"1 855,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1577-5213948/Smarta-hem/Danalock-Universal-Module-BT-V3-priser,8432451681088
Smarta hem,Somfy,270011-01,5067916,Somfy KeyFob,5,"299,00",Somfy,"247,00",Somfy,"247,00",,,Somfy,"247,00",tink,"299,00",Cdon,"379,00",Buyersclub,"489,00",ComputerSalg.se,"499,00",,,,,,,,,,,https://www.pricerunner.se/pl/1577-5067916/Smarta-hem/Somfy-KeyFob-priser,3660849508531
Smarta hem,Flic,260001-01,3200017007,Flic 2 Buttons 2-pack,11,"449,00",tink,"449,00",Power SE,"499,00",,,tink,"449,00",Power SE,"499,00",Amazon.se,"499,00",Dustin Home,"499,00",Proshop,"525,00",Cdon,"650,00",Elgiganten,"699,00",Datia,"723,00",ComputerSalg.se,"751,00",Compliq,"887,50",https://www.pricerunner.se/pl/1577-3200017007/Smarta-hem/Flic-2-Buttons-2-pack-priser,106388300173
Smarta hem,Netatmo,170011-01,5064347,Netatmo Smart Indoor Siren,18,"799,90",Kjell & Company,"599,00",Kjell & Company,"599,00",402,276238,Kjell & Company,"599,00",Webhallen SE,"649,00",NetOnNet,"690,00",Power SE,"716,00",Proshop,"716,00",Elgiganten,"729,00",Elon,"799,00",tink,"799,90",iPhonebutiken,"849,00",ComputerSalg.se,"946,00",https://www.pricerunner.se/pl/1577-5064347/Smarta-hem/Netatmo-Smart-Indoor-Siren-priser,3700730502931
Smarta hem,Meross,250012-01,3203614225,Meross Smart Wifi Rullgardinsöppnare vit,4,"349,00",Amazon.se,"340,70",Amazon.se,"340,70",,,Amazon.se,"340,70",tink,"349,00",ComputerSalg.se,"689,00",Cdon,"763,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/1577-3203614225/Smarta-hem/Meross-Smart-Wifi-Rullgardinsoeppnare-vit-priser,6973696562630
Smarta hem,Eve,140017-01,3202857475,Eve Water Guard Smart Vattensensor vit,11,"1 099,00",Compumail,"1 089,00",Compumail,"1 089,00",,,Compumail,"1 089,00",tink,"1 099,00",ComputerSalg.se,"1 141,00",Cdon,"1 159,00",Proshop,"1 174,00",Inet,"1 290,00",iPhonebutiken,"1 399,00",Net2World,"1 409,00",Fcomputer SE,"1 481,00",Elektronik24,"1 567,00",https://www.pricerunner.se/pl/1577-3202857475/Smarta-hem/Eve-Water-Guard-Smart-Vattensensor-vit-priser,4260195392151
Smarta hem,Netatmo,170019-01,5084323,Netatmo Smart Alarm System with Camera,12,"3 290,00",Power SE,"3 207,00",Power SE,"3 207,00",319,220619,Power SE,"3 207,00",Proshop,"3 207,00",tink,"3 290,00",Elon,"3 490,00",iPhonebutiken,"3 799,00",Elgiganten,"3 899,00",Compumail,"4 745,00",Smartodesign,"5 049,00",Elektronik24,"5 339,00",Compliq,"5 612,50",https://www.pricerunner.se/pl/1577-5084323/Smarta-hem/Netatmo-Smart-Alarm-System-with-Camera-priser,3700730503464
Smarta hem,Eve,140020-01,3203199518,Eve Aqua (2022),7,"1 749,00",Proshop,"1 461,00",Proshop,"1 461,00",,,Proshop,"1 461,00",Inet,"1 690,00",Cdon,"1 690,00",tink,"1 749,00",Net2World,"1 999,00",Elektronik24,"2 286,00",Ginza AB,"2 579,00",,,,,,,https://www.pricerunner.se/pl/1577-3203199518/Smarta-hem/Eve-Aqua-%282022%29-priser,4260195392229
Smarta hem,Somfy,270008-01,5067957,Somfy Protect IntelliTAG,4,"499,00",Somfy,"402,00",Somfy,"402,00",,,Somfy,"402,00",tink,"499,00",Buyersclub,"1 159,00",ComputerSalg.se,"1 159,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/1577-5067957/Smarta-hem/Somfy-Protect-IntelliTAG-priser,3660849508517
Smarta hem,Aqara,330008-01,3201267604,Aqara Hub E1,11,"399,00",Compumail,"280,00",Compumail,"280,00",65,34022,Compumail,"280,00",Inet,"299,00",Cdon,"299,00",ComputerSalg.se,"328,00",Proshop,"328,00",Papmau,"349,00",Compliq,"355,00",2tech,"389,00",tink,"399,00",Komplett,"399,00",https://www.pricerunner.se/pl/1577-3201267604/Smarta-hem/Aqara-Hub-E1-priser,6970504214965
Smarta hem,Philips,230019-01,3200864674,Philips HUE Bridge EU,52,"659,00",Hornbach,"479,00",Hornbach,"479,00",23,8229,Hornbach,"479,00",Coolshop SE,"515,00",Power SE,"518,00",Proshop,"518,00",NetOnNet,"549,00",Kjell & Company,"549,00",Webhallen SE,"549,00",Cdon,"549,00",VVS och BAD,"549,00",Inet,"549,00",https://www.pricerunner.se/pl/1577-3200864674/Smarta-hem/Philips-HUE-Bridge-EU-priser,8719514342620
Smarta hem,Danalock,1110002-01,5151008,Danalock Danabridge V3,12,"1 019,00",Elgiganten,"599,00",Elgiganten,"599,00",197,117435,Elgiganten,"599,00",Kabelprinsen,"779,00",Kjell & Company,"790,00",Proshop,"826,00",Låsgiganten,"995,00",Bauhaus,"995,00",tink,"1 019,00",Låskompaniet,"1 070,00",Mackablar,"1 175,00",Komplett,"1 190,00",https://www.pricerunner.se/pl/1577-5151008/Smarta-hem/Danalock-Danabridge-V3-priser,8432451766846
Smarta hem,Hombli,300051-01,3200338875,Hombli Smart Switch,9,"199,00",Proshop,"169,00",Proshop,"169,00",,,Proshop,"169,00",tink,"199,00",Datia,"200,00",Tingstad,"212,50",Net2World,"219,00",Compliq,"231,25",Lilon,"399,00",Cdon,"399,00",Elektronik24,"455,00",,,https://www.pricerunner.se/pl/1577-3200338875/Smarta-hem/Hombli-Smart-Switch-priser,8719323914858
Smarta hem,Eufy,190019-01,3200009528,Eufy 5-Piece Home Alarm Kit,17,"2 199,89",Clas Ohlson,"1 890,00",Clas Ohlson,"1 890,00",80,41907,Clas Ohlson,"1 890,00",Webhallen SE,"1 990,00",NetOnNet,"1 990,00",Smartodesign,"2 098,00",iPhonebutiken,"2 129,00",CyberPhoto,"2 190,00",Nordicbox,"2 190,00",Elgiganten,"2 190,00",MediaMarkt,"2 199,00",tink,"2 199,89",https://www.pricerunner.se/pl/1577-3200009528/Smarta-hem/Eufy-5-Piece-Home-Alarm-Kit-priser,194644017804
Smarta hem,Tado°,120006-01,5149639,Tado° Smart AC Control V3+,15,"1 149,00",Power SE,"849,00",Power SE,"849,00",110,56377,Power SE,"849,00",Teknikproffset,"868,00",NetOnNet,"890,00",Fyndiq,"1 065,00",Webhallen SE,"1 090,00",Cdon,"1 090,00",Inet,"1 090,00",Elgiganten,"1 090,00",tink,"1 149,00",Proshop,"1 173,00",https://www.pricerunner.se/pl/1577-5149639/Smarta-hem/Tado%C2%B0-Smart-AC-Control-V3-priser,4260328611630
