Category	Brand	Your SKU	Product ID	Product Name	Number of merchants	Price	Lowest price incl us	Lowest price incl us	Lowest price excl us	Lowest price excl us	Popularity Rank (category)	Popularity Rank (global)	Price 1 - Merchant Name	Price 1 - Price	Price 1 - Stock status	Price 1 - Shipping cost	Price 2 - Merchant Name	Price 2 - Price	Price 2 - Stock status	Price 2 - Shipping cost	Price 3 - Merchant Name	Price 3 - Price	Price 3 - Stock status	Price 3 - Shipping cost	Price 4 - Merchant Name	Price 4 - Price	Price 4 - Stock status	Price 4 - Shipping cost	Price 5 - Merchant Name	Price 5 - Price	Price 5 - Stock status	Price 5 - Shipping cost	Price 6 - Merchant Name	Price 6 - Price	Price 6 - Stock status	Price 6 - Shipping cost	Price 7 - Merchant Name	Price 7 - Price	Price 7 - Stock status	Price 7 - Shipping cost	Price 8 - Merchant Name	Price 8 - Price	Price 8 - Stock status	Price 8 - Shipping cost	Price 9 - Merchant Name	Price 9 - Price	Price 9 - Stock status	Price 9 - Shipping cost	Price 10 - Merchant Name	Price 10 - Price	Price 10 - Stock status	Price 10 - Shipping cost	Link to product	Gtin14
Accesspunkter, Bryggor & Repeatrar	Google	780008-01	5221532	Google Nest Wifi Point	19	1 790,00	Compumail	1 276,00	Compumail	1 276,00	12	18861	Compumail	1 276,00	In stock	62,00	Cdon	1 339,00	In stock	0,00	ComputerSalg.se	1 340,00	Out of stock	0,00	Elgruvan	1 389,00	In stock	0,00	Prylfynda AB	1 422,00	In stock		Datagrottan	1 429,00	In stock	39,00	Webhallen SE	1 499,00	In stock	0,00	Emarket	1 529,00	In stock	0,00	Proshop	1 619,00	In stock	0,00	Coolshop SE	1 749,00	In stock	0,00	https://www.pricerunner.se/pl/272-5221532/Accesspunkter-Bryggor-Repeatrar/Google-Nest-Wifi-Point-priser	00193575004648
Barnsäkerhet		124002-01	3202549628	EBO	8	1 099,00	tink	1 099,00	RDEButik	1 425,00			tink	1 099,00	In stock	0,00	RDEButik	1 425,00	Unknown stock status	119,00	ullakulla se	1 529,99	In stock	0,00	ShopBetter.se	1 539,99	In stock	0,00	Rabattklubb	1 539,99	In stock	0,00	Cdon	1 590,00	In stock	0,00	Coolpriser.se	1 711,00	In stock	39,00	ComputerSalg.se	2 229,00	In stock	0,00									https://www.pricerunner.se/pl/497-3202549628/Barnsaekerhet/EBO-priser	06972822120188
Batterier & Laddbart	Arlo	1210016-01	3200468484	Arlo VMA5600B-20000S	11	749,00	tink	749,00	Webhallen SE	749,00	252	23824	tink	749,00	In stock	0,00	Webhallen SE	749,00	Unknown stock status	0,00	Inet	749,00	In stock	0,00	Cdon	749,00	In stock	0,00	Elgiganten	749,00	In stock	49,00	Coolshop SE	793,00	Unknown stock status	0,00	Elon	795,00	Out of stock	0,00	Komplett	799,00	In stock	0,00	Compumail	866,00	In stock	62,00	Ginza AB	939,00	Preorder	0,00	https://www.pricerunner.se/pl/528-3200468484/Batterier-Laddbart/Arlo-VMA5600B-20000S-priser	00193108141574
Batterier & Laddbart	Arlo	1210016-02	3200347672	Arlo VMA5600-20000S	15	749,00	Cdon	699,00	Cdon	699,00	205	20569	Cdon	699,00	In stock	0,00	Inet	699,00	In stock	0,00	tink	749,00	In stock	0,00	Webhallen SE	749,00	In stock	0,00	MediaMarkt	749,00	In stock	0,00	Kjell & Company	749,00	In stock	0,00	Elgiganten	749,00	In stock	49,00	Multitech Data	759,00	In stock	95,00	St George Security Store	785,00	In stock	69,00	Komplett	799,00	In stock	0,00	https://www.pricerunner.se/pl/528-3200347672/Batterier-Laddbart/Arlo-VMA5600-20000S-priser	00193108141567
Batterier & Laddbart	ABUS	130009-01	3204612654	ABUS Solcellspanel (för WLAN Battery Cam) vit	3	654,00	tink	654,00	ComputerSalg.se	1 706,00			tink	654,00	In stock	0,00	ComputerSalg.se	1 706,00	In stock	0,00	Cdon	1 718,00	In stock	0,00																													https://www.pricerunner.se/pl/528-3204612654/Batterier-Laddbart/ABUS-Solcellspanel-%28foer-WLAN-Battery-Cam%29-vit-priser	04003318966668
Batterier & Laddbart	Ring	360008-01	5151271	Ring Quick Release	15	349,00	Compumail	300,00	Compumail	300,00	675	65270	Compumail	300,00	In stock	62,00	ComputerSalg.se	319,00	Out of stock	59,00	tink	349,00	In stock	0,00	Proshop	349,00	In stock	59,00	Datagrottan	362,00	In stock	39,00	Kjell & Company	379,90	In stock	49,00	Prylfynda AB	385,00	In stock		Elektronikhuset Ljud & Data	429,00	Unknown stock status	0,00	Westium Data	440,00	In stock	150,00	Datia	445,00	Unknown stock status	124,00	https://www.pricerunner.se/pl/528-5151271/Batterier-Laddbart/Ring-Quick-Release-priser	00842861101041
Batterier & Laddbart	Sonos	220003-02	3200110991	Sonos Roam Wireless Charger	14	549,00	Komplett	409,00	Komplett	409,00	80	9083	Komplett	409,00	In stock	19,00	Hi-Fi Klubben Sverige	409,00	In stock	29,00	Lomax	491,25	Unknown stock status	99,00	Davids	498,00	In stock	0,00	MediaMarkt	498,00	In stock	49,00	Sonos	499,00	In stock	0,00	Inet	499,00	In stock	0,00	Hembiobutiken	499,00	In stock	0,00	Dustin Home	499,00	Preorder	29,00	Elgiganten	499,00	In stock	49,00	https://www.pricerunner.se/pl/528-3200110991/Batterier-Laddbart/Sonos-Roam-Wireless-Charger-priser	08717755777966
Batterier & Laddbart	Arlo	1210003-01	5280446	Arlo VMA3600	25	695,00	Power SE	475,00	Power SE	475,00	84	9507	Power SE	475,00	Out of stock	49,00	Proshop	475,00	In stock	59,00	Dustin Home	475,00	In stock	69,00	Inet	495,00	In stock	0,00	Elgiganten	495,00	In stock	49,00	Webhallen SE	499,00	Unknown stock status	49,00	MediaMarkt	549,00	In stock	0,00	Kjell & Company	549,00	In stock	0,00	Compumail	559,00	In stock	62,00	ComputerSalg.se	566,00	In stock	59,00	https://www.pricerunner.se/pl/528-5280446/Batterier-Laddbart/Arlo-VMA3600-priser	00193108141093
Belysning	Meross	250019-01	3203897073	Meross MSL430HK Bordslampa	6	550,00	Compumail	386,00	Compumail	386,00			Compumail	386,00	Out of stock	62,00	BricoInn	448,49	In stock	119,49	ComputerSalg.se	449,00	In stock	59,00	iPhonebutiken	499,00	In stock	49,00	Cdon	505,00	In stock	0,00	tink	550,00	In stock	0,00																	https://www.pricerunner.se/pl/460-3203897073/Belysning/Meross-MSL430HK-Bordslampa-priser	06973696560483
Belysning	Innr	8000006	3203771111	Innr Utomhuslampa OPL Pollare	10	1 829,00	Cdon	1 299,00	Cdon	1 299,00			Cdon	1 299,00	In stock	0,00	tink	1 829,00	In stock	0,00	Komplett	1 829,00	In stock	0,00	Proshop	1 862,00	In stock	0,00	Elon	1 890,00	In stock	0,00	ComputerSalg.se	1 973,00	Out of stock	0,00	Buyersclub	1 979,00	In stock	49,00	Elektronik24	2 111,00	In stock	49,00	Teknikproffset	2 199,00	Unknown stock status	0,00	Lamp24	2 199,00	In stock	0,00	https://www.pricerunner.se/pl/460-3203771111/Belysning/Innr-Utomhuslampa-OPL-Pollare-priser	08718781552770
Belysning	Twinkly	3100004	3200233124	Twinkly Line Ljuslist	20	699,00	Proshop	449,00	Proshop	449,00	612	48993	Proshop	449,00	In stock	59,00	Webhallen SE	499,00	Unknown stock status	49,00	ComputerSalg.se	506,00	In stock	59,00	Compumail	637,00	In stock	62,00	Buyersclub	639,00	In stock	49,00	Cdon	686,00	In stock	0,00	tink	699,00	In stock	0,00	TVexperten	699,00	In stock	0,00	Ginza AB	799,00	Preorder	39,00	Coolstuff	799,00	In stock	0,00	https://www.pricerunner.se/pl/460-3200233124/Belysning/Twinkly-Line-Ljuslist-priser	08056326677077
Belysning	Innr	800025-01	3203860164	Innr Lighting RSL 115 Spotlight	6	239,00	tink	239,00	Komplett	259,00			tink	239,00	In stock	0,00	Komplett	259,00	In stock	19,00	Lamp24	269,00	In stock	59,00	Proshop	340,00	Out of stock	59,00	ComputerSalg.se	378,00	In stock	59,00	Buyersclub	419,00	In stock	49,00																	https://www.pricerunner.se/pl/460-3203860164/Belysning/Innr-Lighting-RSL-115-Spotlight-priser	08718781552893
Belysning	Philips Hue	230040-01	3202207389	Philips Hue Xamento Recessed 1x5.7W Spotlight	16	839,00	Power SE	749,00	Power SE	749,00			Power SE	749,00	In stock	0,00	Komplett	749,00	In stock	0,00	Elgiganten	749,00	In stock	49,00	Proshop	769,00	In stock	59,00	Elbutik	770,00	Out of stock	49,00	ComputerSalg.se	794,00	In stock	59,00	tink	839,00	In stock	0,00	Webhallen SE	839,00	Out of stock	0,00	Philips Hue	839,00	In stock	0,00	Cdon	845,00	In stock	0,00	https://www.pricerunner.se/pl/460-3202207389/Belysning/Philips-Hue-Xamento-Recessed-1x5.7W-Spotlight-priser	08719514452138
Belysning	Philips Hue	230024-01	3739743	Philips Hue Plus V4 EMEA ext 1m Ljuslist	36	279,00	Mätteknik för alla	223,00	Mätteknik för alla	223,00	402	34163	Mätteknik för alla	223,00	In stock	0,00	Power SE	259,00	In stock	49,00	Elgiganten	262,00	In stock	49,00	Proshop	269,00	In stock	59,00	Hornbach	272,00	In stock	69,90	tink	279,00	In stock	0,00	Ljushuset	279,00	Unknown stock status	0,00	Norrmalmsel	279,00	Unknown stock status	15 625,00	Elbutik	279,00	Out of stock	49,00	Proffsmagasinet	279,00	In stock	59,00	https://www.pricerunner.se/pl/460-3739743/Belysning/Philips-Hue-Plus-V4-EMEA-ext-1m-Ljuslist-priser	08718699703448
Belysning	Hombli	300025-01	3200949946	Hombli String Light Extension Lampdel	14	599,00	Compumail	490,00	Compumail	490,00			Compumail	490,00	In stock	62,00	Coolshop SE	519,00	In stock	0,00	Spelbutiken	519,00	In stock	0,00	Proshop	549,00	In stock	59,00	Powerbanken	579,32	Unknown stock status		Kjell & Company	590,00	In stock	0,00	tink	599,00	In stock	0,00	Gameshop	604,00	Preorder	99,00	Datia	682,00	Unknown stock status	124,00	Ginza AB	689,00	Preorder	39,00	https://www.pricerunner.se/pl/460-3200949946/Belysning/Hombli-String-Light-Extension-Lampdel-priser	08719323918306
Belysning	Innr	8000037-01	5309688	Innr Flex Ljuslist	5	549,00	Cdon	499,00	Cdon	499,00			Cdon	499,00	In stock	0,00	tink	549,00	In stock	0,00	Komplett	629,00	In stock	0,00	ComputerSalg.se	1 116,00	Out of stock	0,00	Buyersclub	1 139,00	In stock	49,00																					https://www.pricerunner.se/pl/460-5309688/Belysning/Innr-Flex-Ljuslist-priser	08718781552718
Belysning	Philips Hue	230031-01	5119134	Philips Hue Lily XL WACA LV EU spike Markbelysning 19cm	21	1 549,00	Elbutik	1 455,00	Elbutik	1 455,00	2650	192103	Elbutik	1 455,00	Out of stock	0,00	ComputerSalg.se	1 521,00	In stock	0,00	Power SE	1 523,00	In stock	0,00	tink	1 549,00	In stock	0,00	Hemprodukter	1 549,00	Out of stock	0,00	Proffsmagasinet	1 551,00	In stock	0,00	Proshop	1 554,00	In stock	0,00	Cdon	1 559,00	In stock	0,00	iPhonebutiken	1 649,00	Out of stock	0,00	GardenStore	1 759,00	In stock	59,00	https://www.pricerunner.se/pl/460-5119134/Belysning/Philips-Hue-Lily-XL-WACA-LV-EU-spike-Markbelysning-19cm-priser	08718696174364
Belysning	Philips Hue	230025 - 01	3703048	Philips Hue Col Go V2 EU Bordslampa	37	879,00	MediaMarkt	699,00	MediaMarkt	699,00	264	24662	MediaMarkt	699,00	In stock	0,00	Hornbach	759,00	In stock	79,90	Power SE	779,00	Out of stock	0,00	Inet	779,00	In stock	0,00	Cdon	779,00	In stock	0,00	Elbutik	795,00	Out of stock	49,00	Webhallen SE	799,00	Out of stock	0,00	Dustin Home	830,00	Preorder	69,00	Elgiganten	837,00	In stock	49,00	Proshop	859,00	In stock	59,00	https://www.pricerunner.se/pl/460-3703048/Belysning/Philips-Hue-Col-Go-V2-EU-Bordslampa-priser	08718696173992
Belysning	Twinkly	310006-01	3203466184	Twinkly Garland Ljusslinga 600 Lampor	6	2 596,00	123ink.se	2 050,00	123ink.se	2 050,00			123ink.se	2 050,00	In stock	35,00	Cdon	2 429,00	In stock	0,00	tink	2 596,00	In stock	0,00	Elgiganten	2 949,00	In stock	0,00	Lampmani	3 569,00	In stock	0,00	Conrad Elektronik	3 690,00	In stock	0,00																	https://www.pricerunner.se/pl/460-3203466184/Belysning/Twinkly-Garland-Ljusslinga-600-Lampor-priser	08056326678579
Belysning	Innr	8000036-01	5309713	Innr Flex Ljuslist	8	749,00	Cdon	629,00	Cdon	629,00			Cdon	629,00	In stock	0,00	Lamp24	699,00	In stock	0,00	tink	749,00	In stock	0,00	Compumail	797,00	In stock	62,00	ComputerSalg.se	811,00	In stock	59,00	Komplett	829,00	In stock	0,00	Buyersclub	892,00	In stock	49,00	Prylfynda AB	963,00	Out of stock										https://www.pricerunner.se/pl/460-5309713/Belysning/Innr-Flex-Ljuslist-priser	08718781552725
Belysning	Eve	140013-01	5064993	Eve Light Strip Ljuslist	22	945,00	Proshop	724,00	Proshop	724,00	1349	101967	Proshop	724,00	In stock	59,00	MaxGaming	729,00	In stock	39,00	Komplett	756,00	In stock	0,00	Power SE	849,00	In stock	0,00	Cdon	849,00	In stock	0,00	Inet	849,00	In stock	0,00	Mstore	895,00	In stock	0,00	Webhallen SE	899,00	In stock	0,00	iPhonebutiken	899,00	In stock	49,00	tink	945,00	In stock	0,00	https://www.pricerunner.se/pl/460-5064993/Belysning/Eve-Light-Strip-Ljuslist-priser	04260195391680
Belysning	Innr	800032-01	3203931976	Innr Smart Globe Extension Markbelysning	6	699,00	tink	699,00	Cdon	699,00			tink	699,00	In stock	0,00	Cdon	699,00	In stock	0,00	Komplett	729,00	In stock	0,00	Lamp24	799,00	In stock	0,00	mcbuero	978,45	In stock	237,59	ComputerSalg.se	1 041,00	In stock	0,00																	https://www.pricerunner.se/pl/460-3203931976/Belysning/Innr-Smart-Globe-Extension-Markbelysning-priser	08718781553654
Belysning	Meross	250017-01	3204460212	Meross Smart Wifi Lightstrip Pro Ljuslist	3	399,00	ComputerSalg.se	380,00	ComputerSalg.se	380,00			ComputerSalg.se	380,00	In stock	59,00	tink	399,00	In stock	0,00	iPhonebutiken	549,00	In stock	49,00																													https://www.pricerunner.se/pl/460-3204460212/Belysning/Meross-Smart-Wifi-Lightstrip-Pro-Ljuslist-priser	06973696561312
Belysning	Twinkly	310003-01	5304726	Twinkly 600 LED Ljusslinga 600 Lampor	15	2 099,00	Compumail	1 560,00	Compumail	1 560,00	4086	251099	Compumail	1 560,00	In stock	0,00	123ink.se	1 650,00	In stock	35,00	ComputerSalg.se	1 685,00	In stock	0,00	Cdon	1 729,00	In stock	0,00	Datagrottan	1 738,00	In stock	39,00	Prylfynda AB	1 773,00	In stock		Bauhaus	1 895,00	Out of stock	59,00	tink	2 099,00	In stock	0,00	Power SE	2 379,00	In stock	0,00	Proshop	2 379,00	In stock	0,00	https://www.pricerunner.se/pl/460-5304726/Belysning/Twinkly-600-LED-Ljusslinga-600-Lampor-priser	08056326672737
Belysning	Innr	800026-01	3203817277	Innr RCL 110 Takplafond	3	699,00	ComputerSalg.se	648,00	ComputerSalg.se	648,00			ComputerSalg.se	648,00	In stock	59,00	tink	699,00	In stock	0,00	Cdon	749,00	In stock	0,00																													https://www.pricerunner.se/pl/460-3203817277/Belysning/Innr-RCL-110-Takplafond-priser	08718781552619
Belysning	Philips Hue	230033-01	4793730	Philips Hue Col Play Doublepk EU/UK Väggarmatur 2st	40	1 399,00	MediaMarkt	1 090,00	MediaMarkt	1 090,00	74	11207	MediaMarkt	1 090,00	Out of stock	0,00	Webhallen SE	1 190,00	Out of stock	0,00	Elbutik	1 229,00	Out of stock	0,00	Lamper	1 250,96	Unknown stock status	0,00	Power SE	1 290,00	In stock	0,00	Inet	1 290,00	Out of stock	0,00	Dustin Home	1 290,00	Preorder	69,00	Cdon	1 290,00	In stock	0,00	ComputerSalg.se	1 309,00	In stock	0,00	Komplett	1 339,00	In stock	0,00	https://www.pricerunner.se/pl/460-4793730/Belysning/Philips-Hue-Col-Play-Doublepk-EU-UK-Vaeggarmatur-2st-priser	08718696170724
Belysning	Twinkly	310002-01	5306755	Twinkly Generation II Ljusslinga 100 Lampor	13	743,00	Teknikmagasinet	479,00	Teknikmagasinet	479,00			Teknikmagasinet	479,00	Out of stock	0,00	Power SE	589,00	In stock	0,00	Bauhaus	589,00	In stock	59,00	123ink.se	690,00	In stock	35,00	tink	743,00	In stock	0,00	Proshop	749,00	In stock	59,00	ComputerSalg.se	757,00	In stock	59,00	VVS och BAD	765,00	In stock	129,00	Buyersclub	789,00	In stock	49,00	Elgiganten	799,00	In stock	49,00	https://www.pricerunner.se/pl/460-5306755/Belysning/Twinkly-Generation-II-Ljusslinga-100-Lampor-priser	08056326673284
