product_id,product_name,brand_name,campaign_name,impressions,spend,inline_link_clicks,date_start,date_stop
8195,Google Nest Mini (2. Gen) 2er-Pack - Smarter Lautsprecher mit Sprachsteuerung,Google,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,615,2.51,4,2021-01-01,2021-01-01
6891,Google Nest Hub (2. Generation) + Google Nest Mini,Google,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,241,1.45,3,2021-01-01,2021-01-01
3397522293670013,3397522293670013,3397522293670013,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,232,1.68,8,2021-01-01,2021-01-01
5634,SONOS One 4er Set - WLAN-Lautsprecher mit Sprachsteuerung,SONOS,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,216,1.77,5,2021-01-01,2021-01-01
6890,Google Nest Hub (2. Generation) 2er-Pack - Smart Display mit Sprachsteuerung,Google,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,196,1.45,3,2021-01-01,2021-01-01
5102,Ring Video Doorbell 3 + Ring Chime Gen. 2 - WLAN Türgong,Ring,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,173,1.2,2,2021-01-01,2021-01-01
9919,Philips WelcomeEye Link - Gegensprechanlage mit Videofunktion - schwarz,Philips,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,160,1.05,2,2021-01-01,2021-01-01
6762,Ring Quick Release Battery - Ersatzakku - Schwarz,Ring,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,138,1.3,3,2021-01-01,2021-01-01
4829,Homematic IP Fenster- und Türkontakt – verdeckter Einbau - weiß,Homematic,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,135,1.36,4,2021-01-01,2021-01-01
9756,Netatmo Smarte Videotürklingel - schwarz,Netatmo,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,132,0.97,1,2021-01-01,2021-01-01
10150,tado° Funk-Temperatursensor 2er-Set,tado°,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,130,1.11,0,2021-01-01,2021-01-01
8467,Bosch Smart Home - Starter Set Heizung mit 4 Thermostaten,Bosch,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,127,0.61,0,2021-01-01,2021-01-01
9768,tado° Funk-Temperatursensor - weiss,tado°,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,104,0.51,1,2021-01-01,2021-01-01
9909,Sonos One Stereo Set + Google Nest Hub (2. Generation),Sonos,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,100,0.67,0,2021-01-01,2021-01-01
10052,Google Nest Audio + Google Nest Mini,Google,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,100,0.58,0,2021-01-01,2021-01-01
3443604468995570,3443604468995570,3443604468995570,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,95,0.62,3,2021-01-01,2021-01-01
4854,Netatmo Premium Set Wetterstation,Netatmo,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,94,1.29,0,2021-01-01,2021-01-01
4405,SONOS One Stereo Set - Smart Speaker mit Sprachsteuerung,SONOS,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,92,1.36,3,2021-01-01,2021-01-01
8775,EZVIZ C3WN - Smarte Außenkamera 2er-Set,EZVIZ,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,90,0.36,6,2021-01-01,2021-01-01
3353456781331415,3353456781331415,3353456781331415,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,89,1,1,2021-01-01,2021-01-01
9275,Senic Friends of Hue Smart Switch - Smarter Lichtschalter ohne Strom-/Batteriebedarf 2er-Pack,Senic,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,85,0.74,1,2021-01-01,2021-01-01
9284,Google Nest Hub (2. Generation) + EZVIZ C3WN Außenkamera,Google,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,79,0.54,0,2021-01-01,2021-01-01
6461,"Google Nest Protect 6er-Pack - Protect Rauch- und Kohlenmonoxidmelder, 2. Generation",Google,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,79,0.62,0,2021-01-01,2021-01-01
9605,Eve Water Guard 2er-Set,Eve,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,77,0.59,0,2021-01-01,2021-01-01
2566178270139645,2566178270139645,2566178270139645,tink_AT_RET_CAT_C0-548AC_tink_RET_CAT_AT_09112020_01122020,76,0.36,0,2021-01-01,2021-01-01
