Category	Brand	Your SKU	Product ID	Product Name	Number of merchants	Price	Lowest price incl us	Lowest price incl us	Lowest price excl us	Lowest price excl us	Popularity Rank (category)	Popularity Rank (global)	Price 1 - Merchant Name	Price 1 - Price	Price 1 - Stock status	Price 1 - Shipping cost	Price 2 - Merchant Name	Price 2 - Price	Price 2 - Stock status	Price 2 - Shipping cost	Price 3 - Merchant Name	Price 3 - Price	Price 3 - Stock status	Price 3 - Shipping cost	Price 4 - Merchant Name	Price 4 - Price	Price 4 - Stock status	Price 4 - Shipping cost	Price 5 - Merchant Name	Price 5 - Price	Price 5 - Stock status	Price 5 - Shipping cost	Price 6 - Merchant Name	Price 6 - Price	Price 6 - Stock status	Price 6 - Shipping cost	Price 7 - Merchant Name	Price 7 - Price	Price 7 - Stock status	Price 7 - Shipping cost	Price 8 - Merchant Name	Price 8 - Price	Price 8 - Stock status	Price 8 - Shipping cost	Price 9 - Merchant Name	Price 9 - Price	Price 9 - Stock status	Price 9 - Shipping cost	Price 10 - Merchant Name	Price 10 - Price	Price 10 - Stock status	Price 10 - Shipping cost	Link to product	Gtin14
Accesspunkter, Bryggor & Repeatrar	Google	780008-01	5221532	Google Nest Wifi Point	21	1 790,00	Compumail	1 258,00	Compumail	1 258,00	14	13149	Compumail	1 258,00	In stock	62,00	Cdon	1 322,00	In stock	0,00	Webhallen SE	1 349,00	In stock	0,00	Amazon.se	1 349,00	In stock		ComputerSalg.se	1 387,00	In stock	0,00	Elgruvan	1 389,00	In stock	0,00	Datagrottan	1 410,00	In stock	29,00	Elektronikhuset Ljud & Data	1 519,00	Unknown stock status	0,00	Emarket	1 529,00	In stock	0,00	Komplett	1 590,00	Out of stock	0,00	https://www.pricerunner.se/pl/272-5221532/Accesspunkter-Bryggor-Repeatrar/Google-Nest-Wifi-Point-priser	00193575004648
Barnsäkerhet		124002-01	3202549628	EBO	6	1 290,00	tink	1 290,00	ullakulla se	1 489,99			tink	1 290,00	In stock	0,00	ullakulla se	1 489,99	In stock	0,00	ShopBetter.se	1 509,99	In stock	0,00	Coolpriser.se	1 711,00	In stock	39,00	Cdon	1 749,00	In stock	49,00	RDEButik	1 768,00	Unknown stock status	119,00																	https://www.pricerunner.se/pl/497-3202549628/Barnsaekerhet/EBO-priser	06972822120188
Batterier & Laddbart	Ring	360008-01	5151271	Ring Quick Release	17	349,00	ComputerSalg.se	305,00	ComputerSalg.se	305,00	429	39378	ComputerSalg.se	305,00	Out of stock	49,00	TechInn	312,99	In stock		Compumail	320,00	In stock	62,00	Proshop	321,00	In stock	59,00	Elgiganten	346,00	In stock	39,00	tink	349,00	In stock	0,00	Kjell & Company	379,90	In stock	49,00	Datagrottan	388,00	In stock	29,00	Cdon	414,00	In stock	0,00	Westium Data	440,00	In stock	150,00	https://www.pricerunner.se/pl/528-5151271/Batterier-Laddbart/Ring-Quick-Release-priser	00842861101041
Batterier & Laddbart	Arlo	1210016-01	3200468484	Arlo VMA5600B-20000S	14	749,00	tink	749,00	Webhallen SE	749,00	886	77311	tink	749,00	In stock	0,00	Webhallen SE	749,00	In stock	0,00	Cdon	749,00	In stock	0,00	Inet	749,00	In stock	0,00	Elgiganten	749,00	In stock	39,00	MJ Multimedia	785,00	Out of stock	89,00	Coolshop SE	793,00	Unknown stock status	0,00	Elon	795,00	In stock	0,00	Komplett	799,00	In stock	0,00	Gravis.de	802,44	In stock	286,51	https://www.pricerunner.se/pl/528-3200468484/Batterier-Laddbart/Arlo-VMA5600B-20000S-priser	00193108141574
Batterier & Laddbart	Arlo	1210016-02	3200347672	Arlo VMA5600-20000S	20	749,00	Cdon	699,00	Cdon	699,00	180	17352	Cdon	699,00	In stock	0,00	Inet	699,00	In stock	0,00	Compumail	700,00	In stock	62,00	St George Security Store	745,00	In stock	69,00	tink	749,00	In stock	0,00	Webhallen SE	749,00	In stock	0,00	MediaMarkt	749,00	In stock	0,00	Kjell & Company	749,00	In stock	0,00	Elgiganten	749,00	In stock	39,00	MJ Multimedia	785,00	Out of stock	89,00	https://www.pricerunner.se/pl/528-3200347672/Batterier-Laddbart/Arlo-VMA5600-20000S-priser	00193108141567
Batterier & Laddbart	Arlo	1210003-01	5280446	Arlo VMA3600	27	695,00	Power SE	469,00	Power SE	469,00	89	9740	Power SE	469,00	In stock	49,00	Proshop	469,00	In stock	59,00	Dustin Home	469,00	In stock	69,00	Inet	495,00	Out of stock	0,00	Elgiganten	495,00	In stock	39,00	Webhallen SE	499,00	Out of stock	49,00	MJ Multimedia	505,00	Out of stock	89,00	Kjell & Company	549,00	In stock	0,00	Compumail	551,00	In stock	62,00	Datagrottan	577,00	In stock	29,00	https://www.pricerunner.se/pl/528-5280446/Batterier-Laddbart/Arlo-VMA3600-priser	00193108141093
Batterier & Laddbart	ABUS	130009-01	3204612654	ABUS Solcellspanel (för WLAN Battery Cam) vit	3	654,00	tink	654,00	Cdon	990,00			tink	654,00	In stock	0,00	Cdon	990,00	In stock	59,00	ComputerSalg.se	1 742,00	In stock	0,00																													https://www.pricerunner.se/pl/528-3204612654/Batterier-Laddbart/ABUS-Solcellspanel-%28foer-WLAN-Battery-Cam%29-vit-priser	04003318966668
Batterier & Laddbart	Sonos	220003-01	3200110991	Sonos Roam Wireless Charger	18	549,00	Datia	446,00	Datia	446,00	331	30985	Datia	446,00	Unknown stock status	124,00	Komplett	479,00	In stock	19,00	Hi-Fi Klubben Sverige	479,00	In stock	0,00	Davids	498,00	In stock	0,00	MediaMarkt	499,00	In stock	49,00	Sonos	499,00	In stock	0,00	Inet	499,00	In stock	0,00	Hembiobutiken	499,00	In stock	0,00	Dustin Home	499,00	In stock	29,00	Elgiganten	499,00	In stock	39,00	https://www.pricerunner.se/pl/528-3200110991/Batterier-Laddbart/Sonos-Roam-Wireless-Charger-priser	08717755777973
Belysning	Meross	250019-01	3203897073	Meross MSL430HK Bordslampa	8	550,00	ComputerSalg.se	411,00	ComputerSalg.se	411,00			ComputerSalg.se	411,00	In stock	49,00	Cdon	460,00	In stock	0,00	Amazon.se	461,64	In stock		iPhonebutiken	499,00	In stock	49,00	BricoInn	510,99	In stock	117,99	tink	550,00	In stock	0,00	Compumail	594,00	Out of stock	62,00	Fcomputer SE	764,00	In stock	69,00									https://www.pricerunner.se/pl/460-3203897073/Belysning/Meross-MSL430HK-Bordslampa-priser	06973696560483
Belysning	Innr	800023-01	3203771111	Innr Utomhuslampa OPL Pollare	10	1 899,00	Compumail	1 083,00	Compumail	1 083,00			Compumail	1 083,00	In stock	62,00	Cdon	1 499,00	In stock	49,00	Komplett	1 829,00	In stock	0,00	Elon	1 890,00	In stock	0,00	tink	1 899,00	In stock	0,00	Buyersclub	1 899,00	In stock	49,00	Elektronik24	2 085,00	Out of stock	49,00	Teknikproffset	2 199,00	Unknown stock status	0,00	Lamp24	2 199,00	In stock	0,00	Fcomputer SE	2 237,00	In stock	0,00	https://www.pricerunner.se/pl/460-3203771111/Belysning/Innr-Utomhuslampa-OPL-Pollare-priser	08718781552770
Belysning	Twinkly	310009-01	3200233124	Twinkly Line Ljuslist	22	899,00	Proshop	496,00	Proshop	496,00	2020	122719	Proshop	496,00	In stock	59,00	Webhallen SE	499,00	Out of stock	49,00	ComputerSalg.se	506,00	In stock	49,00	Buyersclub	629,00	In stock	49,00	Compumail	638,00	In stock	62,00	Hemmy	699,00	Out of stock	39,00	Cdon	699,00	In stock	0,00	TVexperten	699,00	In stock	0,00	Vitvaruexperten	699,00	In stock	39,00	Fcomputer SE	751,00	In stock	69,00	https://www.pricerunner.se/pl/460-3200233124/Belysning/Twinkly-Line-Ljuslist-priser	08056326677077
Belysning	Innr	800009-01	3203982567	Innr Flex Ljuslist	7	799,00	Compumail	669,00	Compumail	669,00			Compumail	669,00	In stock	62,00	ComputerSalg.se	678,00	In stock	49,00	tink	799,00	In stock	0,00	Komplett	829,00	In stock	0,00	Lamp24	999,00	In stock	0,00	Cdon	1 136,00	In stock	0,00	Buyersclub	1 159,00	In stock	49,00													https://www.pricerunner.se/pl/460-3203982567/Belysning/Innr-Flex-Ljuslist-priser	08718781552732
Belysning	Innr	800025-01	3203860164	Innr Lighting RSL 115 Spotlight	5	239,00	tink	239,00	Komplett	259,00			tink	239,00	In stock	0,00	Komplett	259,00	In stock	19,00	Lamp24	269,00	In stock	59,00	Buyersclub	479,00	In stock	49,00	Cdon	485,00	In stock	0,00																					https://www.pricerunner.se/pl/460-3203860164/Belysning/Innr-Lighting-RSL-115-Spotlight-priser	08718781552893
