Category	Brand	Your SKU	Product ID	Product Name	Number of merchants	Price	Lowest price incl us	Lowest price incl us	Lowest price excl us	Lowest price excl us	Popularity Rank (category)	Popularity Rank (global)	Price 1 - Merchant Name	Price 1 - Price	Price 1 - Stock status	Price 1 - Shipping cost	Price 2 - Merchant Name	Price 2 - Price	Price 2 - Stock status	Price 2 - Shipping cost	Price 3 - Merchant Name	Price 3 - Price	Price 3 - Stock status	Price 3 - Shipping cost	Price 4 - Merchant Name	Price 4 - Price	Price 4 - Stock status	Price 4 - Shipping cost	Price 5 - Merchant Name	Price 5 - Price	Price 5 - Stock status	Price 5 - Shipping cost	Price 6 - Merchant Name	Price 6 - Price	Price 6 - Stock status	Price 6 - Shipping cost	Price 7 - Merchant Name	Price 7 - Price	Price 7 - Stock status	Price 7 - Shipping cost	Price 8 - Merchant Name	Price 8 - Price	Price 8 - Stock status	Price 8 - Shipping cost	Price 9 - Merchant Name	Price 9 - Price	Price 9 - Stock status	Price 9 - Shipping cost	Price 10 - Merchant Name	Price 10 - Price	Price 10 - Stock status	Price 10 - Shipping cost	Link to product	Gtin14
Inomhusklimat	SwitchBot	50002-01	3202771521	SwitchBot Meter	5	199,00	Buyersclub	179,00	Buyersclub	179,00	847	147849	Buyersclub	179,00	In stock	0,00	Proshop	188,00	In stock	59,00	tink	199,00	In stock	0,00	Dindator	239,00	Unknown stock status	95,00	StyraHem	239,00	Out of stock	49,00																					https://www.pricerunner.se/pl/453-3202771521/Inomhusklimat/SwitchBot-Meter-priser	00850037096701
Ljuskällor	Innr	800015-01	3202637466	Innr White Bulb RB 265 LED-lampa 3-pack Vit	1	379,00	tink	379,00			971	141964	tink	379,00	In stock	0,00																																					https://www.pricerunner.se/pl/1272-3202637466/Ljuskaellor/Innr-White-Bulb-RB-265-LED-lampa-3-pack-Vit-priser	08718781552244
Övervakningskameror	Eufy	190008-01	3200026115	Eufy Cam 2 Pro 2-Cam Kit	14	4 299,00	Compumail	3 663,00	Compumail	3 663,00	10	3226	Compumail	3 663,00	In stock	0,00	Cdon	3 697,00	In stock	0,00	Proshop	3 697,00	In stock	0,00	Inet	3 990,00	Out of stock	0,00	Clas Ohlson	4 190,00	Out of stock	39,00	Webhallen SE	4 290,00	In stock	0,00	Kjell & Company	4 290,00	In stock	0,00	tink	4 299,00	In stock	0,00	Nordicbox	4 390,00	Out of stock	29,00	CyberPhoto	4 690,00	In stock	59,00	https://www.pricerunner.se/pl/589-3200026115/OEvervakningskameror/Eufy-Cam-2-Pro-2-Cam-Kit-priser	00194644020798
Robotgräsklippare	Gardena	3400004	3201053437	Gardena Smart Sileno City Lona 500	13	14 544,00	Proshop	10 000,00	Proshop	10 000,00	34	13232	Proshop	10 000,00	In stock	0,00	Bygghemma	10 608,00	In stock	99,00	NetOnNet	10 990,00	In stock	0,00	Proffsmagasinet	11 429,00	Out of stock	0,00	Toolab	12 794,79	Out of stock	0,00	Redskapsboden	12 799,00	Out of stock		Söderströms	13 999,00	In stock	0,00	Gränsbygdens Köpcentrum	13 999,00	Out of stock		Maskinklippet	13 999,00	In stock	0,00	Hylte Jakt & Lantman	13 999,00	In stock	0,00	https://www.pricerunner.se/pl/1595-3201053437/Robotgraesklippare/Gardena-Smart-Sileno-City-Lona-500-priser	04078500060547
Inomhusklimat	Hombli	300019-01	3200535174	Hombli HEPA 13 Filter XL	9	399,00	tink	399,00	123ink.se	420,00			tink	399,00	In stock	0,00	123ink.se	420,00	In stock	35,00	Teknikproffset	449,00	In stock	39,00	Tingstad	458,75	In stock	99,00	Proshop	509,00	Out of stock	39,00	Compliq	527,50	Out of stock	123,75	Tura Scandinavia	548,75	Unknown stock status	129,00	Lilon	609,00	Unknown stock status	39,00	mcbuero	627,63	In stock	247,44					https://www.pricerunner.se/pl/453-3200535174/Inomhusklimat/Hombli-HEPA-13-Filter-XL-priser	08719323918825
Elartiklar	Gardena	3400003	3200379395	Gardena Smart Power Adapter 3-pack	10	3 060,00	Maskinklippet	1 846,00	Maskinklippet	1 846,00			Maskinklippet	1 846,00	In stock	0,00	Gårdsman	1 924,00	In stock	69,00	Toolab	1 964,00	Out of stock	0,00	Bygghemma	1 964,00	In stock	99,00	Proshop	2 093,00	Out of stock	0,00	Cdon	2 139,00	In stock	0,00	K-Rauta	2 149,00	In stock	59,00	Proffsmagasinet	2 313,00	Out of stock	0,00	Verktygsproffsen	2 317,00	Out of stock	0,00	tink	3 060,00	Out of stock	0,00	https://www.pricerunner.se/pl/710-3200379395/Elartiklar/Gardena-Smart-Power-Adapter-3-pack-priser	04078500035286
Ljuskällor	Philips Hue	2300035	3200472700	Philips Hue WCA sw EUR LED Lamps 4.3W GU10	31	2 448,00	NetOnNet	1 590,00	NetOnNet	1 590,00	47	12256	NetOnNet	1 590,00	In stock	0,00	Inet	1 690,00	Out of stock	0,00	Power SE	1 790,00	In stock	0,00	Webhallen SE	1 790,00	Unknown stock status	0,00	Hornbach	1 790,00	In stock	69,00	Elbutik	1 799,00	Out of stock	0,00	Elgiganten	1 826,00	In stock	0,00	Komplett	1 868,00	In stock	0,00	Proshop	1 902,00	Out of stock	0,00	inkClub	1 908,00	In stock	0,00	https://www.pricerunner.se/pl/1272-3200472700/Ljuskaellor/Philips-Hue-WCA-sw-EUR-LED-Lamps-4.3W-GU10-priser	08719514340107
Övervakningskameror	Eufy	190010-01	3200017128	Eufy Cam 2 Pro	13	1 999,00	Webhallen SE	1 990,00	Webhallen SE	1 990,00	9	3157	Webhallen SE	1 990,00	In stock	0,00	NetOnNet	1 990,00	In stock	0,00	Inet	1 990,00	Out of stock	0,00	Nordicbox	1 990,00	Out of stock	29,00	tink	1 999,00	In stock	0,00	CyberPhoto	2 090,00	Out of stock	59,00	Elgiganten	2 090,00	Preorder	0,00	Proshop	2 194,00	In stock	0,00	iPhonebutiken	2 449,00	Out of stock	0,00	Cdon	2 472,00	In stock	0,00	https://www.pricerunner.se/pl/589-3200017128/OEvervakningskameror/Eufy-Cam-2-Pro-priser	00194644020774
Smarta styrenheter	Hombli	300046-01	3200282197	Hombli Smart IR Remote Control	13	349,00	123ink.se	320,00	123ink.se	320,00			123ink.se	320,00	In stock	35,00	tink	349,00	In stock	0,00	Proshop	365,00	In stock	59,00	Tingstad	386,25	In stock	99,00	Compumail	409,00	In stock	62,00	iPhonebutiken	429,00	In stock	49,00	Dindator	439,00	Unknown stock status	95,00	Compliq	440,00	Out of stock	123,75	Tura Scandinavia	448,75	Unknown stock status	129,00	Teknikproffset	479,00	In stock	39,00	https://www.pricerunner.se/pl/1577-3200282197/Smarta-styrenheter/Hombli-Smart-IR-Remote-Control-priser	08719323914797
Elartiklar	Eve	140007-01	3205769131	Eve 10EBO8351	5	459,00	tink	459,00	Inet	459,00	206	50276	tink	459,00	In stock	0,00	Inet	459,00	In stock	0,00	Proshop	461,00	In stock	59,00	Net2World	579,00	In stock	49,00	Cdon	648,00	In stock	0,00																					https://www.pricerunner.se/pl/710-3205769131/Elartiklar/Eve-10EBO8351-priser	04260195392328
